subj,subj_head,obj,obj_head,root,sent
engine, ,your,use,recorder," Erasing HomeLink® Buttons .............................. 2-45 Event Data Recorders (EDR) ............................ 7-10 Exit Lighting ................................................... 3-19 Express Down Window .................................... 2-16 Extender, Safety Belt ....................................... 1-26 Exterior Lamps ............................................... 3-16  F  Filter  Engine Air Cleaner ...................................... 5-21  Finding a Program Type (PTY)  Station (RDS and XM™) .............. 3-69, 3-80, 3-95 Finding a Station ............................ 3-67, 3-78, 3-93 Finish Care .................................................... 5-92 Finish Damage ............................................... 5-93 Fixed Mast Antenna ....................................... 3-122 Flash-to-Pass ................................................... 3-9 Flat Tire ........................................................ 5-73 Flat Tire, Changing ......................................... 5-74 Fluid  Automatic Transmission ................................ 5-22 Power Steering ........................................... 5-37 Windshield Washer ...................................... 5-38 FM Stereo .................................................... 3-120 Fog Lamps .................................................... 3-18 Following Distance .......................................... 4-62 Four-Wheel Drive .................................... 2-26, 5-49 Front Axle ...................................................... 5-50  Front Storage Area ......................................... 2-47 ............................................................... 5-4 Fuel Additives ...................................................... 5-6 California Fuel .............................................. 5-5 Filling a Portable Fuel Container ..................... 5-9 Filling Your Tank ........................................... 5-7 Fuels in Foreign Countries .............................. 5-6 Gage ......................................................... 3-50 Gasoline Octane ........................................... 5-4 Gasoline Speciﬁcations .................................. 5-5 Low Warning Light ....................................... 3-50 Fuel Information .............................................. 3-52 FUEL LEVEL LOW ......................................... 3-62 Fuses  Fuses and Circuit Breakers ........................... 5-97 Windshield Wiper ......................................... 5-96  G  Gage  Check Gages Warning Light .......................... 3-49 Engine Coolant Temperature ......................... 3-42 Fuel .......................................................... 3-50 Oil Pressure ............................................... 3-46 Speedometer .............................................. 3-37 Tachometer ................................................. 3-37 Voltmeter Gage ........................................... 3-40 Garage Door Opener ....................................... 2-42  6  Gasoline  Octane ........................................................ 5-4 Speciﬁcations ............................................... 5-5 Gate Ajar Light ............................................... 3-49 Gate Operator and Canadian Programming ........ 2-45 Getting Familiar with Off-Road Driving ................ 4-19 Glove Box ..................................................... 2-46 GM Mobility Program for Persons  with Disabilities ............................................. 7-6  H Hazard Warning Flashers ................................... 3-6 Head Restraints ............................................... 1-5 Headlamp High/Low-Beam Changer .................... 3-9 Headlamp Washer .......................................... 3-12 Headlamps .................................................... 5-51 Bulb Replacement ....................................... 5-51 Electrical System ......................................... 5-96 Front Turn Signal and Sidemarker Lamps ....... 5-51 Halogen Bulbs ............................................ 5-51 Headphones ................................................. 3-107 Heated Seats ................................................... 1-3 Highway Hypnosis ........................................... 4-37 Hill and Mountain Roads .................................. 4-38 Hitches .......................................................... 4-59 HomeLink® Transmitter .................................... 2-42  HomeLink® Transmitter, Programming ................ 2-43 Hood  Checking Things Under ................................ 5-10 Release ..................................................... 5-10 Horn ............................................................... 3-7 How to Add Coolant to the Coolant  Recovery Tank ............................................ 5-32 How to Add Coolant to the Radiator .................. 5-34 How to Add Fluid ............................................ 5-24 How to Check Lubricant ................................... 5-48 How to Check Power Steering Fluid .................. 5-37 How to Use This Manual ...................................... ii How to Wear Safety Belts Properly ................... 1-14 Hydroplaning .................................................. 4-32  I ICE POSSIBLE .............................................. 3-62 If No Steam Is Coming From Your Engine .......... 5-29 If Steam Is Coming From Your Engine ............... 5-28 If the Light Is Flashing ..................................... 3-44 If the Light Is On Steady ................................. 3-44 If You Are Caught in a Blizzard ......................... 4-42 If You Are Stuck in Sand, Mud, Ice or Snow ....... 4-44 If You Do Decide To Pull A Trailer ..................... 4-56 Ignition Positions ............................................. 2-20 Infants and Young Children, Restraints ............... 1-29  7  Inﬂation - Tire Pressure ................................... 5-64 Instrument Panel  Cluster ....................................................... 3-36 Overview ..................................................... 3-4 Instrument Panel Brightness ............................. 3-18 Interior Lamps ................................................ 3-18  J Jump Starting ................................................. 5-43  K Keyless Entry System ....................................... 2-5 Keys ............................................................... 2-3  L  Lamps  Exterior ...................................................... 3-16 Interior ....................................................... 3-18 Lamps On Reminder ....................................... 3-17 Lap-Shoulder Belt ................................... 1-14, 1-22 LATCH System  Child Restraints ........................................... 1-40 Securing a Child Restraint Designed  or the LATCH System ............................... 1-42  Leaving Your Vehicle ....................................... 2-13 Leaving Your Vehicle With the Engine  Running ..................................................... 2-32 LEFT REAR DOOR AJAR ................................ 3-63 Liftgate Release .............................................. 2-14 Liftgate/Liftglass .............................................. 2-14 Liftglass/Liftgate .............................................. 2-14 Light  Air Bag Readiness ....................................... 3-38 Anti-Lock Brake System Warning ................... 3-42 Brake System Warning ................................. 3-40 Change Engine Oil ...................................... 3-47 Charging System ......................................... 3-39 Check Gages Warning ................................. 3-49 Cruise Control ............................................. 3-48 Gate Ajar ................................................... 3-49 Low Fuel Warning ....................................... 3-50 Malfunction Indicator .................................... 3-43 Reduced Engine Power ................................ 3-48 Safety Belt Reminder ................................... 3-38 Security ..................................................... 3-47 Service Four-Wheel-Drive Warning Light ......... 3-48 Lighted Visor Vanity Mirror ............................... 2-17 Listening to a DVD ................................ 3-91, 3-105 Loading Your Vehicle ....................................... 4-49 Loading Your Vehicle for Off-Road Driving .......... 4-17 Locking Rear Axle ........................................... 4-11 Lockout Protection .......................................... 2-13  8  Locks  Delayed Locking .......................................... 2-10 Door ........................................................... 2-8 Leaving Your Vehicle .................................... 2-13 Lockout Protection ....................................... 2-13 Power Door .................................................. 2-9 Programmable Automatic Door Locks ............. 2-10 Rear Door Security Locks ............................. 2-13 Loss of Control ............................................... 4-14 Low Fuel Warning Light ................................... 3-50 Luggage Carrier .............................................. 2-48 Lumbar  Power Controls ............................................. 1-2  Maintenance Schedule  M  Additional Required Services ........................... 6-6 At Each Fuel Fill ......................................... 6-10 At Least Once a Month ................................ 6-10 At Least Once a Year .................................. 6-11 Introduction .................................................. 6-2 Maintenance Footnotes .................................. 6-8 Maintenance Record .................................... 6-16 Maintenance Requirements ............................. 6-2 Normal Maintenance Replacement Parts ......... 6-15 Owner Checks and Services ........................... 6-9 Recommended Fluids and Lubricants ............. 6-13 Scheduled Maintenance ................................. 6-4  Maintenance Schedule (cont.)  Using Your ................................................... 6-3 Your Vehicle and the Environment ................... 6-2 Maintenance When Trailer Towing ..................... 4-65 Making Turns ................................................. 4-62 Malfunction Indicator Light ................................ 3-43 Matching Transmitter(s) to Your Vehicle ............... 2-6 Memory Seat ................................................. 2-53 Message  DIC Warnings and Messages ........................ 3-60  Mexico, Central America and Caribbean Islands/Countries (Except Puerto Rico and U.S. Virgin Islands) ................................. 7-5 Mirror Operation ............................................. 2-36 Mirrors  Automatic Dimming Rearview with  OnStar® and Compass .............................. 2-36 Outside Convex Mirror ................................. 2-39 Outside Curb View Assist Mirrors ................... 2-39 Outside Heated Mirrors ................................ 2-39 Outside Manual Mirrors ................................ 2-38 Outside Power Mirrors .................................. 2-38 MyGMLink.com ................................................ 7-4  N Navigation/Radio System ................................ 3-106"
,,vehicle,operate,light,"Oil  Change Engine Oil Light ............................... 3-47 Engine ....................................................... 5-16 Pressure Gage ............................................ 3-46  OIL PRESSURE LOW/STOP  ENGINE ..................................................... 3-61 Older Children, Restraints ................................ 1-27 Online Owner Center ........................................ 7-4 OnStar® Personal Calling ................................. 2-41 OnStar® Services ............................................ 2-40 OnStar® System ............................................. 2-40 OnStar® Virtual Advisor .................................... 2-41 Operating Your All-Wheel-Drive Vehicle  Off Paved Roads ......................................... 4-16 Other Warning Devices ...................................... 3-6 Outlet Adjustment ................................... 3-24, 3-30 Outside  Convex Mirror ............................................. 2-39 Curb View Assist Mirrors .............................. 2-39 Heated Mirrors ............................................ 2-39 Manual Mirrors ............................................ 2-38 Power Mirrors ............................................. 2-38 Overhead Console .......................................... 2-46 Owner Checks and Services .............................. 6-9 Owners, Canadian ............................................... ii Owner’s Information ........................................ 7-13"
that,burn,tape,play,control," P Parental Control ............................................ 3-106 Park (P)  Shifting Into ................................................ 2-31 ............................................ 2-33 Shifting Out of  Parking  Brake ........................................................ 2-29 Over Things That Burn ................................. 2-33 Parking on Hills .............................................. 4-64 PASSENGER DOOR AJAR .............................. 3-62 Passing ................................................. 4-13, 4-62 Passlock® ...................................................... 2-19 Personalization ............................................... 3-54 Personalization, Climate Controls ...................... 3-34 Plan Ahead When Possible ................................ 7-8 Playing a Cassette Tape .................................. 3-86 Playing a CD ............................... 3-74, 3-88, 3-100 Playing a Speciﬁc Loaded CD ......................... 3-101 Playing the Radio ........................... 3-66, 3-77, 3-93 Power  Accessory Outlets ........................................ 3-21 Door Locks .................................................. 2-9 Electrical System ......................................... 5-96 Lumbar Controls ........................................... 1-2 Reclining Seatbacks ...................................... 1-4 Reduced Engine Light .................................. 3-48 Seat ............................................................ 1-2 Steering Fluid ............................................. 5-37 Windows .................................................... 2-16  10  Power Steering ............................................... 4-11 Programmable Automatic Door Locks ................. 2-10 Programmable Locking Feature ......................... 2-11 Programmable Unlocking Feature ...................... 2-12 Programming the HomeLink® Transmitter ........... 2-43  Q Questions and Answers About Safety Belts ......... 1-13  R Radiator Pressure Cap .................................... 5-27 Radio Data System (RDS) ............... 3-65, 3-76, 3-92 Radio Messages ..................................... 3-71, 3-83 Radios .......................................................... 3-64 Care of Your Cassette Tape Player ............... 3-121 Care of Your CD and DVD Player ................ 3-122 Care of Your CDs and DVDs ....................... 3-122 Navigation/Radio System ............................. 3-106 Radio Personalization ................................. 3-119 Radio with Cassette and CD ......................... 3-76 Radio with CD ............................................ 3-65 Radio with Six-Disc CD ................................"
that,burn,cd,play,control," P Parental Control ............................................ 3-106 Park (P)  Shifting Into ................................................ 2-31 ............................................ 2-33 Shifting Out of  Parking  Brake ........................................................ 2-29 Over Things That Burn ................................. 2-33 Parking on Hills .............................................. 4-64 PASSENGER DOOR AJAR .............................. 3-62 Passing ................................................. 4-13, 4-62 Passlock® ...................................................... 2-19 Personalization ............................................... 3-54 Personalization, Climate Controls ...................... 3-34 Plan Ahead When Possible ................................ 7-8 Playing a Cassette Tape .................................. 3-86 Playing a CD ............................... 3-74, 3-88, 3-100 Playing a Speciﬁc Loaded CD ......................... 3-101 Playing the Radio ........................... 3-66, 3-77, 3-93 Power  Accessory Outlets ........................................ 3-21 Door Locks .................................................. 2-9 Electrical System ......................................... 5-96 Lumbar Controls ........................................... 1-2 Reclining Seatbacks ...................................... 1-4 Reduced Engine Light .................................. 3-48 Seat ............................................................ 1-2 Steering Fluid ............................................. 5-37 Windows .................................................... 2-16  10  Power Steering ............................................... 4-11 Programmable Automatic Door Locks ................. 2-10 Programmable Locking Feature ......................... 2-11 Programmable Unlocking Feature ...................... 2-12 Programming the HomeLink® Transmitter ........... 2-43  Q Questions and Answers About Safety Belts ......... 1-13  R Radiator Pressure Cap .................................... 5-27 Radio Data System (RDS) ............... 3-65, 3-76, 3-92 Radio Messages ..................................... 3-71, 3-83 Radios .......................................................... 3-64 Care of Your Cassette Tape Player ............... 3-121 Care of Your CD and DVD Player ................ 3-122 Care of Your CDs and DVDs ....................... 3-122 Navigation/Radio System ............................. 3-106 Radio Personalization ................................. 3-119 Radio with Cassette and CD ......................... 3-76 Radio with CD ............................................ 3-65 Radio with Six-Disc CD ................................"
that,burn,cd,play,control," P Parental Control ............................................ 3-106 Park (P)  Shifting Into ................................................ 2-31 ............................................ 2-33 Shifting Out of  Parking  Brake ........................................................ 2-29 Over Things That Burn ................................. 2-33 Parking on Hills .............................................. 4-64 PASSENGER DOOR AJAR .............................. 3-62 Passing ................................................. 4-13, 4-62 Passlock® ...................................................... 2-19 Personalization ............................................... 3-54 Personalization, Climate Controls ...................... 3-34 Plan Ahead When Possible ................................ 7-8 Playing a Cassette Tape .................................. 3-86 Playing a CD ............................... 3-74, 3-88, 3-100 Playing a Speciﬁc Loaded CD ......................... 3-101 Playing the Radio ........................... 3-66, 3-77, 3-93 Power  Accessory Outlets ........................................ 3-21 Door Locks .................................................. 2-9 Electrical System ......................................... 5-96 Lumbar Controls ........................................... 1-2 Reclining Seatbacks ...................................... 1-4 Reduced Engine Light .................................. 3-48 Seat ............................................................ 1-2 Steering Fluid ............................................. 5-37 Windows .................................................... 2-16  10  Power Steering ............................................... 4-11 Programmable Automatic Door Locks ................. 2-10 Programmable Locking Feature ......................... 2-11 Programmable Unlocking Feature ...................... 2-12 Programming the HomeLink® Transmitter ........... 2-43  Q Questions and Answers About Safety Belts ......... 1-13  R Radiator Pressure Cap .................................... 5-27 Radio Data System (RDS) ............... 3-65, 3-76, 3-92 Radio Messages ..................................... 3-71, 3-83 Radios .......................................................... 3-64 Care of Your Cassette Tape Player ............... 3-121 Care of Your CD and DVD Player ................ 3-122 Care of Your CDs and DVDs ....................... 3-122 Navigation/Radio System ............................. 3-106 Radio Personalization ................................. 3-119 Radio with Cassette and CD ......................... 3-76 Radio with CD ............................................ 3-65 Radio with Six-Disc CD ................................"
that,burn,radio,play,control," P Parental Control ............................................ 3-106 Park (P)  Shifting Into ................................................ 2-31 ............................................ 2-33 Shifting Out of  Parking  Brake ........................................................ 2-29 Over Things That Burn ................................. 2-33 Parking on Hills .............................................. 4-64 PASSENGER DOOR AJAR .............................. 3-62 Passing ................................................. 4-13, 4-62 Passlock® ...................................................... 2-19 Personalization ............................................... 3-54 Personalization, Climate Controls ...................... 3-34 Plan Ahead When Possible ................................ 7-8 Playing a Cassette Tape .................................. 3-86 Playing a CD ............................... 3-74, 3-88, 3-100 Playing a Speciﬁc Loaded CD ......................... 3-101 Playing the Radio ........................... 3-66, 3-77, 3-93 Power  Accessory Outlets ........................................ 3-21 Door Locks .................................................. 2-9 Electrical System ......................................... 5-96 Lumbar Controls ........................................... 1-2 Reclining Seatbacks ...................................... 1-4 Reduced Engine Light .................................. 3-48 Seat ............................................................ 1-2 Steering Fluid ............................................. 5-37 Windows .................................................... 2-16  10  Power Steering ............................................... 4-11 Programmable Automatic Door Locks ................. 2-10 Programmable Locking Feature ......................... 2-11 Programmable Unlocking Feature ...................... 2-12 Programming the HomeLink® Transmitter ........... 2-43  Q Questions and Answers About Safety Belts ......... 1-13  R Radiator Pressure Cap .................................... 5-27 Radio Data System (RDS) ............... 3-65, 3-76, 3-92 Radio Messages ..................................... 3-71, 3-83 Radios .......................................................... 3-64 Care of Your Cassette Tape Player ............... 3-121 Care of Your CD and DVD Player ................ 3-122 Care of Your CDs and DVDs ....................... 3-122 Navigation/Radio System ............................. 3-106 Radio Personalization ................................. 3-119 Radio with Cassette and CD ......................... 3-76 Radio with CD ............................................ 3-65 Radio with Six-Disc CD ................................"
that,burn,transmitter,program,control," P Parental Control ............................................ 3-106 Park (P)  Shifting Into ................................................ 2-31 ............................................ 2-33 Shifting Out of  Parking  Brake ........................................................ 2-29 Over Things That Burn ................................. 2-33 Parking on Hills .............................................. 4-64 PASSENGER DOOR AJAR .............................. 3-62 Passing ................................................. 4-13, 4-62 Passlock® ...................................................... 2-19 Personalization ............................................... 3-54 Personalization, Climate Controls ...................... 3-34 Plan Ahead When Possible ................................ 7-8 Playing a Cassette Tape .................................. 3-86 Playing a CD ............................... 3-74, 3-88, 3-100 Playing a Speciﬁc Loaded CD ......................... 3-101 Playing the Radio ........................... 3-66, 3-77, 3-93 Power  Accessory Outlets ........................................ 3-21 Door Locks .................................................. 2-9 Electrical System ......................................... 5-96 Lumbar Controls ........................................... 1-2 Reclining Seatbacks ...................................... 1-4 Reduced Engine Light .................................. 3-48 Seat ............................................................ 1-2 Steering Fluid ............................................. 5-37 Windows .................................................... 2-16  10  Power Steering ............................................... 4-11 Programmable Automatic Door Locks ................. 2-10 Programmable Locking Feature ......................... 2-11 Programmable Unlocking Feature ...................... 2-12 Programming the HomeLink® Transmitter ........... 2-43  Q Questions and Answers About Safety Belts ......... 1-13  R Radiator Pressure Cap .................................... 5-27 Radio Data System (RDS) ............... 3-65, 3-76, 3-92 Radio Messages ..................................... 3-71, 3-83 Radios .......................................................... 3-64 Care of Your Cassette Tape Player ............... 3-121 Care of Your CD and DVD Player ................ 3-122 Care of Your CDs and DVDs ....................... 3-122 Navigation/Radio System ............................. 3-106 Radio Personalization ................................. 3-119 Radio with Cassette and CD ......................... 3-76 Radio with CD ............................................ 3-65 Radio with Six-Disc CD ................................"
,,time,set,audio,"Rear Seat Audio ........................................ 3-117 Setting the Time .......................................... 3-64 Theft-Deterrent .......................................... 3-119 Understanding Reception ............................ 3-120  Rainsense™ Wipers ........................................ 3-10 RDS Messages .............................. 3-70, 3-82, 3-97 Reading Lamps .............................................. 3-20 REAR ACCESS OPEN .................................... 3-62 Rear Axle ...................................................... 5-48 Locking ...................................................... 4-11 Rear Climate Control System ............................ 3-31"
,,tire,remove,area,"Rear Storage Area .......................................... 2-49 Rear Underseat Fuse Block ............................ 5-104 Rear Window Defogger ............................ 3-24, 3-29 Rearview Mirror, Automatic Dimming  with OnStar® and Compass .......................... 2-36 Reclining Seatbacks, Power ............................... 1-4 Recommended Fluids and Lubricants ................. 6-13 Recreational Vehicle Towing ............................. 4-45 Reduced Engine Power Light ............................ 3-48 Remote Control ............................................. 3-112 Remote Keyless Entry System ............................ 2-5 Remote Keyless Entry System, Operation ............ 2-6  11  Removing the Flat Tire and Installing the  Spare Tire .................................................. 5-81 Removing the Spare Tire and Tools ................... 5-75 Replacement Bulbs ......................................... 5-53"
,,tire,instal,area,"Rear Storage Area .......................................... 2-49 Rear Underseat Fuse Block ............................ 5-104 Rear Window Defogger ............................ 3-24, 3-29 Rearview Mirror, Automatic Dimming  with OnStar® and Compass .......................... 2-36 Reclining Seatbacks, Power ............................... 1-4 Recommended Fluids and Lubricants ................. 6-13 Recreational Vehicle Towing ............................. 4-45 Reduced Engine Power Light ............................ 3-48 Remote Control ............................................. 3-112 Remote Keyless Entry System ............................ 2-5 Remote Keyless Entry System, Operation ............ 2-6  11  Removing the Flat Tire and Installing the  Spare Tire .................................................. 5-81 Removing the Spare Tire and Tools ................... 5-75 Replacement Bulbs ......................................... 5-53"
,,tire,remove,area,"Rear Storage Area .......................................... 2-49 Rear Underseat Fuse Block ............................ 5-104 Rear Window Defogger ............................ 3-24, 3-29 Rearview Mirror, Automatic Dimming  with OnStar® and Compass .......................... 2-36 Reclining Seatbacks, Power ............................... 1-4 Recommended Fluids and Lubricants ................. 6-13 Recreational Vehicle Towing ............................. 4-45 Reduced Engine Power Light ............................ 3-48 Remote Control ............................................. 3-112 Remote Keyless Entry System ............................ 2-5 Remote Keyless Entry System, Operation ............ 2-6  11  Removing the Flat Tire and Installing the  Spare Tire .................................................. 5-81 Removing the Spare Tire and Tools ................... 5-75 Replacement Bulbs ......................................... 5-53"
,,button,reprogramme,Government,"United States Government ............................ 7-11 Reprogramming a Single HomeLink® Button ....... 2-46 Resetting Defaults ........................................... 2-46 Restraint System Check  Checking Your Restraint Systems ................... 1-59 Replacing Restraint System Parts  After a Crash .......................................... 1-60  Restraint Systems  Checking .................................................... 1-59 Replacing Parts ........................................... 1-60 Retained Accessory Power (RAP) ...................... 2-21 RFA # BATTERY LOW .................................... 3-63 Right Front Passenger Position,  Safety Belts ................................................ 1-21 RIGHT REAR DOOR AJAR .............................. 3-63 Roadside  Assistance Program ....................................... 7-7 Rocking Your Vehicle To Get It Out ................... 4-45 Routing, Engine Drive Belt ............................... 6-16 Running Your Engine While You Are Parked ....... 2-34  S  Safety Belt  Reminder Light ............................................ 3-38  Safety Belts  Care of ...................................................... 5-91 Driver Position ............................................"
,,system,check,Government,"United States Government ............................ 7-11 Reprogramming a Single HomeLink® Button ....... 2-46 Resetting Defaults ........................................... 2-46 Restraint System Check  Checking Your Restraint Systems ................... 1-59 Replacing Restraint System Parts  After a Crash .......................................... 1-60  Restraint Systems  Checking .................................................... 1-59 Replacing Parts ........................................... 1-60 Retained Accessory Power (RAP) ...................... 2-21 RFA # BATTERY LOW .................................... 3-63 Right Front Passenger Position,  Safety Belts ................................................ 1-21 RIGHT REAR DOOR AJAR .............................. 3-63 Roadside  Assistance Program ....................................... 7-7 Rocking Your Vehicle To Get It Out ................... 4-45 Routing, Engine Drive Belt ............................... 6-16 Running Your Engine While You Are Parked ....... 2-34  S  Safety Belt  Reminder Light ............................................ 3-38  Safety Belts  Care of ...................................................... 5-91 Driver Position ............................................"
,,part,Government,Government,"United States Government ............................ 7-11 Reprogramming a Single HomeLink® Button ....... 2-46 Resetting Defaults ........................................... 2-46 Restraint System Check  Checking Your Restraint Systems ................... 1-59 Replacing Restraint System Parts  After a Crash .......................................... 1-60  Restraint Systems  Checking .................................................... 1-59 Replacing Parts ........................................... 1-60 Retained Accessory Power (RAP) ...................... 2-21 RFA # BATTERY LOW .................................... 3-63 Right Front Passenger Position,  Safety Belts ................................................ 1-21 RIGHT REAR DOOR AJAR .............................. 3-63 Roadside  Assistance Program ....................................... 7-7 Rocking Your Vehicle To Get It Out ................... 4-45 Routing, Engine Drive Belt ............................... 6-16 Running Your Engine While You Are Parked ....... 2-34  S  Safety Belt  Reminder Light ............................................ 3-38  Safety Belts  Care of ...................................................... 5-91 Driver Position ............................................"
,,vehicle,rock,Government,"United States Government ............................ 7-11 Reprogramming a Single HomeLink® Button ....... 2-46 Resetting Defaults ........................................... 2-46 Restraint System Check  Checking Your Restraint Systems ................... 1-59 Replacing Restraint System Parts  After a Crash .......................................... 1-60  Restraint Systems  Checking .................................................... 1-59 Replacing Parts ........................................... 1-60 Retained Accessory Power (RAP) ...................... 2-21 RFA # BATTERY LOW .................................... 3-63 Right Front Passenger Position,  Safety Belts ................................................ 1-21 RIGHT REAR DOOR AJAR .............................. 3-63 Roadside  Assistance Program ....................................... 7-7 Rocking Your Vehicle To Get It Out ................... 4-45 Routing, Engine Drive Belt ............................... 6-16 Running Your Engine While You Are Parked ....... 2-34  S  Safety Belt  Reminder Light ............................................ 3-38  Safety Belts  Care of ...................................................... 5-91 Driver Position ............................................"
,,it,get,Government,"United States Government ............................ 7-11 Reprogramming a Single HomeLink® Button ....... 2-46 Resetting Defaults ........................................... 2-46 Restraint System Check  Checking Your Restraint Systems ................... 1-59 Replacing Restraint System Parts  After a Crash .......................................... 1-60  Restraint Systems  Checking .................................................... 1-59 Replacing Parts ........................................... 1-60 Retained Accessory Power (RAP) ...................... 2-21 RFA # BATTERY LOW .................................... 3-63 Right Front Passenger Position,  Safety Belts ................................................ 1-21 RIGHT REAR DOOR AJAR .............................. 3-63 Roadside  Assistance Program ....................................... 7-7 Rocking Your Vehicle To Get It Out ................... 4-45 Routing, Engine Drive Belt ............................... 6-16 Running Your Engine While You Are Parked ....... 2-34  S  Safety Belt  Reminder Light ............................................ 3-38  Safety Belts  Care of ...................................................... 5-91 Driver Position ............................................"
,,engine,run,Government,"United States Government ............................ 7-11 Reprogramming a Single HomeLink® Button ....... 2-46 Resetting Defaults ........................................... 2-46 Restraint System Check  Checking Your Restraint Systems ................... 1-59 Replacing Restraint System Parts  After a Crash .......................................... 1-60  Restraint Systems  Checking .................................................... 1-59 Replacing Parts ........................................... 1-60 Retained Accessory Power (RAP) ...................... 2-21 RFA # BATTERY LOW .................................... 3-63 Right Front Passenger Position,  Safety Belts ................................................ 1-21 RIGHT REAR DOOR AJAR .............................. 3-63 Roadside  Assistance Program ....................................... 7-7 Rocking Your Vehicle To Get It Out ................... 4-45 Routing, Engine Drive Belt ............................... 6-16 Running Your Engine While You Are Parked ....... 2-34  S  Safety Belt  Reminder Light ............................................ 3-38  Safety Belts  Care of ...................................................... 5-91 Driver Position ............................................"
,,belt,wear,bag,"1-14 How to Wear Safety Belts Properly ................ 1-14 Questions and Answers About Safety Belts ..... 1-13 Rear Safety Belt Comfort Guides for  Children and Small Adults ......................... 1-24 Rear Seat Passengers ................................. 1-21 Right Front Passenger Position ...................... 1-21 Safety Belt Extender .................................... 1-26 Safety Belt Use During Pregnancy ................. 1-20 Safety Belts Are for Everyone ......................... 1-8 Safety Chains ................................................. 4-60 Safety Warnings and Symbols .............................. iii Scanning the Terrain ....................................... 4-20 Scheduled Maintenance ..................................... 6-4 Seats  Head Restraints ............................................ 1-5 Heated Seats ............................................... 1-3 Memory ..................................................... 2-53 Power Lumbar .............................................. 1-2 Power Reclining Seatbacks ............................. 1-4 Power Seats ................................................. 1-2 Rear Seat Operation ...................................... 1-5  12  Securing a Child Restraint  Center Seat Position .................................... 1-45 Designed for the LATCH System ................... 1-42 Rear Outside Seat Position ........................... 1-43 Right Front Seat Position .............................. 1-46 Security Light ................................................. 3-47 Security While You Travel .................................. 7-7 Select ........................................................... 3-60 Service ........................................................... 5-3  Adding Equipment to the Outside  of Your Vehicle .......................................... 5-4 Doing Your Own Work ................................... 5-3 Engine Soon Light ....................................... 3-43 Four-Wheel-Drive Warning Light ..................... 3-48 Publications Ordering Information ................... 7-12 SERVICE AIR BAG ......................................... 3-61 SERVICE BRAKE SYSTEM ............................. 3-61 Service Bulletins ............................................. 7-13 Service Engine Soon Light in the United States  or Check Engine Light in Canada ..................... 3-43 Service Manuals ............................................. 7-12 Setting Preset PTYs (RDS Only) ....... 3-70, 3-82, 3-96 Setting Preset Stations .................... 3-67, 3-79, 3-94 Setting the Time ............................................. 3-64"
belt,be,terrain,scan,bag,"1-14 How to Wear Safety Belts Properly ................ 1-14 Questions and Answers About Safety Belts ..... 1-13 Rear Safety Belt Comfort Guides for  Children and Small Adults ......................... 1-24 Rear Seat Passengers ................................. 1-21 Right Front Passenger Position ...................... 1-21 Safety Belt Extender .................................... 1-26 Safety Belt Use During Pregnancy ................. 1-20 Safety Belts Are for Everyone ......................... 1-8 Safety Chains ................................................. 4-60 Safety Warnings and Symbols .............................. iii Scanning the Terrain ....................................... 4-20 Scheduled Maintenance ..................................... 6-4 Seats  Head Restraints ............................................ 1-5 Heated Seats ............................................... 1-3 Memory ..................................................... 2-53 Power Lumbar .............................................. 1-2 Power Reclining Seatbacks ............................. 1-4 Power Seats ................................................. 1-2 Rear Seat Operation ...................................... 1-5  12  Securing a Child Restraint  Center Seat Position .................................... 1-45 Designed for the LATCH System ................... 1-42 Rear Outside Seat Position ........................... 1-43 Right Front Seat Position .............................. 1-46 Security Light ................................................. 3-47 Security While You Travel .................................. 7-7 Select ........................................................... 3-60 Service ........................................................... 5-3  Adding Equipment to the Outside  of Your Vehicle .......................................... 5-4 Doing Your Own Work ................................... 5-3 Engine Soon Light ....................................... 3-43 Four-Wheel-Drive Warning Light ..................... 3-48 Publications Ordering Information ................... 7-12 SERVICE AIR BAG ......................................... 3-61 SERVICE BRAKE SYSTEM ............................. 3-61 Service Bulletins ............................................. 7-13 Service Engine Soon Light in the United States  or Check Engine Light in Canada ..................... 3-43 Service Manuals ............................................. 7-12 Setting Preset PTYs (RDS Only) ....... 3-70, 3-82, 3-96 Setting Preset Stations .................... 3-67, 3-79, 3-94 Setting the Time ............................................. 3-64"
